content,label,tokens
SouthwestAir thanks connection thru nashville have a1 boarding pass get to dallas gate boarding 40 min before flt get end of b group,1,"['SouthwestAir', 'thanks', 'connection', 'thru', 'nashville', 'have', 'a1', 'boarding', 'pass', 'get', 'to', 'dallas', 'gate', 'boarding', '40', 'min', 'before', 'flt', 'get', 'end', 'of', 'b', 'group']"
SouthwestAir thank you SWA and shannon g LASairport c22 for being a miracle worker awesome,1,"['SouthwestAir', 'thank', 'you', 'SWA', 'and', 'shannon', 'g', 'LASairport', 'c22', 'for', 'being', 'a', 'miracle', 'worker', 'awesome']"
SouthwestAir hi just wanted to see if you have any new routes planned this year for newark love flying you guys and hope to do so more,1,"['SouthwestAir', 'hi', 'just', 'wanted', 'to', 'see', 'if', 'you', 'have', 'any', 'new', 'routes', 'planned', 'this', 'year', 'for', 'newark', 'love', 'flying', 'you', 'guys', 'and', 'hope', 'to', 'do', 'so', 'more']"
united all good next flight was a little delayed so it all worked thumbs_up,1,"['united', 'all', 'good', 'next', 'flight', 'was', 'a', 'little', 'delayed', 'so', 'it', 'all', 'worked', 'thumbs_up']"
SouthwestAir got it covered thanks,1,"['SouthwestAir', 'got', 'it', 'covered', 'thanks']"
AmericanAir THANK YOU FOR ALL THE HELP p you guys are the best americanairlines americanair,1,"['AmericanAir', 'THANK', 'YOU', 'FOR', 'ALL', 'THE', 'HELP', 'p', 'you', 'guys', 'are', 'the', 'best', 'americanairlines', 'americanair']"
AmericanAir i might look into that my wife travels much more than i do could we both use the membership,1,"['AmericanAir', 'i', 'might', 'look', 'into', 'that', 'my', 'wife', 'travels', 'much', 'more', 'than', 'i', 'do', 'could', 'we', 'both', 'use', 'the', 'membership']"
SouthwestAir awesome sending now,1,"['SouthwestAir', 'awesome', 'sending', 'now']"
AmericanAir thanks for keeping us safe,1,"['AmericanAir', 'thanks', 'for', 'keeping', 'us', 'safe']"
LOL you guys are so on it  me had this been 4 months agoJetBlue our fleets on fleek,1,"['LOL', 'you', 'guys', 'are', 'so', 'on', 'it', 'me', 'had', 'this', 'been', '4', 'months', 'agoJetBlue', 'our', 'fleets', 'on', 'fleek']"
JetBlue youre welcome thumbs_upthumbs_upthumbs_up,1,"['JetBlue', 'youre', 'welcome', 'thumbs_upthumbs_upthumbs_up']"
AmericanAir thanks i finally got through this afternoon,1,"['AmericanAir', 'thanks', 'i', 'finally', 'got', 'through', 'this', 'afternoon']"
SouthwestAir i would love to go to the atlanta show heart_suit,1,"['SouthwestAir', 'i', 'would', 'love', 'to', 'go', 'to', 'the', 'atlanta', 'show', 'heart_suit']"
JetBlue thank you so much i wasnt sure since in know the limit is 4 ozs excited to fly with JetBlue,1,"['JetBlue', 'thank', 'you', 'so', 'much', 'i', 'wasnt', 'sure', 'since', 'in', 'know', 'the', 'limit', 'is', '4', 'ozs', 'excited', 'to', 'fly', 'with', 'JetBlue']"
SouthwestAir FortuneMagazine congrats,1,"['SouthwestAir', 'FortuneMagazine', 'congrats']"
JetBlue oh that totally looks on par with AmericanAirs admirals club any way you can slide us a couple passes,1,"['JetBlue', 'oh', 'that', 'totally', 'looks', 'on', 'par', 'with', 'AmericanAirs', 'admirals', 'club', 'any', 'way', 'you', 'can', 'slide', 'us', 'a', 'couple', 'passes']"
united you have a guy named otis at ORD that knows what customerservice is he was able to get my bag to me i upgraded just to be sure,1,"['united', 'you', 'have', 'a', 'guy', 'named', 'otis', 'at', 'ORD', 'that', 'knows', 'what', 'customerservice', 'is', 'he', 'was', 'able', 'to', 'get', 'my', 'bag', 'to', 'me', 'i', 'upgraded', 'just', 'to', 'be', 'sure']"
JetBlue thanks so much for help us u r amazing,1,"['JetBlue', 'thanks', 'so', 'much', 'for', 'help', 'us', 'u', 'r', 'amazing']"
SouthwestAir was in a line a mile long at sky harbor this morning your staff was courteous and expeditious thank you onechildfourbags,1,"['SouthwestAir', 'was', 'in', 'a', 'line', 'a', 'mile', 'long', 'at', 'sky', 'harbor', 'this', 'morning', 'your', 'staff', 'was', 'courteous', 'and', 'expeditious', 'thank', 'you', 'onechildfourbags']"
united thanks for making sure they hear the message,1,"['united', 'thanks', 'for', 'making', 'sure', 'they', 'hear', 'the', 'message']"
JetBlue you guys rock,1,"['JetBlue', 'you', 'guys', 'rock']"
AmericanAir my boss is,1,"['AmericanAir', 'my', 'boss', 'is']"
united thanks,1,"['united', 'thanks']"
SouthwestAir listening center is open seating just like on their planes RaganDisney,1,"['SouthwestAir', 'listening', 'center', 'is', 'open', 'seating', 'just', 'like', 'on', 'their', 'planes', 'RaganDisney']"
SouthwestAir thanks for the quick response should i call daily it wait the 5 days,1,"['SouthwestAir', 'thanks', 'for', 'the', 'quick', 'response', 'should', 'i', 'call', 'daily', 'it', 'wait', 'the', '5', 'days']"
AmericanAir ok i just received an email with my registration from your team thanks a lot,1,"['AmericanAir', 'ok', 'i', 'just', 'received', 'an', 'email', 'with', 'my', 'registration', 'from', 'your', 'team', 'thanks', 'a', 'lot']"
united thanks so much my passport was recovered,1,"['united', 'thanks', 'so', 'much', 'my', 'passport', 'was', 'recovered']"
JetBlue awesome thanks on hold now,1,"['JetBlue', 'awesome', 'thanks', 'on', 'hold', 'now']"
united i wanna be grand staff,1,"['united', 'i', 'wanna', 'be', 'grand', 'staff']"
united ok i just submitted thanks for the opportunity to give feedback,1,"['united', 'ok', 'i', 'just', 'submitted', 'thanks', 'for', 'the', 'opportunity', 'to', 'give', 'feedback']"
eatgregeat WOWThx for thinking of us greg heard SOBEWFF was amazing weve heard the same about JetBlue ps thx for the info TeamNKH,1,"['eatgregeat', 'WOWThx', 'for', 'thinking', 'of', 'us', 'greg', 'heard', 'SOBEWFF', 'was', 'amazing', 'weve', 'heard', 'the', 'same', 'about', 'JetBlue', 'ps', 'thx', 'for', 'the', 'info', 'TeamNKH']"
JetBlue best airline name ever whenever i see it i want to get on their plane to blue skies  sea and they DELIVER on that promise,1,"['JetBlue', 'best', 'airline', 'name', 'ever', 'whenever', 'i', 'see', 'it', 'i', 'want', 'to', 'get', 'on', 'their', 'plane', 'to', 'blue', 'skies', 'sea', 'and', 'they', 'DELIVER', 'on', 'that', 'promise']"
SouthwestAir thanks do yall expect to be operational tomorrow out of nashville,1,"['SouthwestAir', 'thanks', 'do', 'yall', 'expect', 'to', 'be', 'operational', 'tomorrow', 'out', 'of', 'nashville']"
AmericanAir lovely flight back from MIA to LHR  great crew  thanks,1,"['AmericanAir', 'lovely', 'flight', 'back', 'from', 'MIA', 'to', 'LHR', 'great', 'crew', 'thanks']"
united ill stick with my united flight thanks though effort is much appreciated,1,"['united', 'ill', 'stick', 'with', 'my', 'united', 'flight', 'thanks', 'though', 'effort', 'is', 'much', 'appreciated']"
USAirways marsha m at myrtle beach is the greatest she deserves all the respect and praise there is ThankYouForEverything,1,"['USAirways', 'marsha', 'm', 'at', 'myrtle', 'beach', 'is', 'the', 'greatest', 'she', 'deserves', 'all', 'the', 'respect', 'and', 'praise', 'there', 'is', 'ThankYouForEverything']"
VirginAmerica thanks good times there and back vodkatonics the entire flightcocktail_glasssfo,1,"['VirginAmerica', 'thanks', 'good', 'times', 'there', 'and', 'back', 'vodkatonics', 'the', 'entire', 'flightcocktail_glasssfo']"
AmericanAir thanks they did not charge anything in the end so all is good,1,"['AmericanAir', 'thanks', 'they', 'did', 'not', 'charge', 'anything', 'in', 'the', 'end', 'so', 'all', 'is', 'good']"
SouthwestAir on my flight today from RSW to GRR i was able to snag a free SW agent to check for me it looks like we are finally all set,1,"['SouthwestAir', 'on', 'my', 'flight', 'today', 'from', 'RSW', 'to', 'GRR', 'i', 'was', 'able', 'to', 'snag', 'a', 'free', 'SW', 'agent', 'to', 'check', 'for', 'me', 'it', 'looks', 'like', 'we', 'are', 'finally', 'all', 'set']"
AmericanAir yes yes yesso glad to be headed home,1,"['AmericanAir', 'yes', 'yes', 'yesso', 'glad', 'to', 'be', 'headed', 'home']"
USAirways thank you busy times,1,"['USAirways', 'thank', 'you', 'busy', 'times']"
JetBlue just touched down in NewOrleans for the annual HeinekenUSACorp national distributor conference livethelegend,1,"['JetBlue', 'just', 'touched', 'down', 'in', 'NewOrleans', 'for', 'the', 'annual', 'HeinekenUSACorp', 'national', 'distributor', 'conference', 'livethelegend']"
JetBlue excellent you guys are the best,1,"['JetBlue', 'excellent', 'you', 'guys', 'are', 'the', 'best']"
USAirways i miss you too work has taken me out of philly ive been on flight 1776 from BOS  PHL so many times i should have a res seat,1,"['USAirways', 'i', 'miss', 'you', 'too', 'work', 'has', 'taken', 'me', 'out', 'of', 'philly', 'ive', 'been', 'on', 'flight', '1776', 'from', 'BOS', 'PHL', 'so', 'many', 'times', 'i', 'should', 'have', 'a', 'res', 'seat']"
nice RT VirginAmerica the man of steel might be faster but we have WiFi  just saying ScienceBehindTheExperience,1,"['nice', 'RT', 'VirginAmerica', 'the', 'man', 'of', 'steel', 'might', 'be', 'faster', 'but', 'we', 'have', 'WiFi', 'just', 'saying', 'ScienceBehindTheExperience']"
VirginAmerica flying LAX to SFO and after looking at the awesome movie lineup i actually wish i was on a long haul,1,"['VirginAmerica', 'flying', 'LAX', 'to', 'SFO', 'and', 'after', 'looking', 'at', 'the', 'awesome', 'movie', 'lineup', 'i', 'actually', 'wish', 'i', 'was', 'on', 'a', 'long', 'haul']"
united thanks that would be awesome,1,"['united', 'thanks', 'that', 'would', 'be', 'awesome']"
JetBlue even though this flight 226 didnt have much needed hot beverages 4 us NYers the landing was super smooth thumbs_upthumbs_up smiling_face_with_smiling_eyes happytweet,1,"['JetBlue', 'even', 'though', 'this', 'flight', '226', 'didnt', 'have', 'much', 'needed', 'hot', 'beverages', '4', 'us', 'NYers', 'the', 'landing', 'was', 'super', 'smooth', 'thumbs_upthumbs_up', 'smiling_face_with_smiling_eyes', 'happytweet']"
VirginAmerica thank you i absolutely will smiling_face_with_sunglasses,1,"['VirginAmerica', 'thank', 'you', 'i', 'absolutely', 'will', 'smiling_face_with_sunglasses']"
united social media team is on point on OscarNight,1,"['united', 'social', 'media', 'team', 'is', 'on', 'point', 'on', 'OscarNight']"
SouthwestAir thank you thank you thank you my last attempt to win DestinationDragons tickets was a success i could not be happier,1,"['SouthwestAir', 'thank', 'you', 'thank', 'you', 'thank', 'you', 'my', 'last', 'attempt', 'to', 'win', 'DestinationDragons', 'tickets', 'was', 'a', 'success', 'i', 'could', 'not', 'be', 'happier']"
united today the staff  MSP took customer service to a new level my father passed away last night  you helped me get home today thanks,1,"['united', 'today', 'the', 'staff', 'MSP', 'took', 'customer', 'service', 'to', 'a', 'new', 'level', 'my', 'father', 'passed', 'away', 'last', 'night', 'you', 'helped', 'me', 'get', 'home', 'today', 'thanks']"
JetBlue btw her name was samantha and she won over everyone on the flight,1,"['JetBlue', 'btw', 'her', 'name', 'was', 'samantha', 'and', 'she', 'won', 'over', 'everyone', 'on', 'the', 'flight']"
JetBlue good morning sunshine TailfinThursday,1,"['JetBlue', 'good', 'morning', 'sunshine', 'TailfinThursday']"
JetBlue flight from JFKSFO was pure awesomeness mint class and tim our attendant was the best other airlines take notes,1,"['JetBlue', 'flight', 'from', 'JFKSFO', 'was', 'pure', 'awesomeness', 'mint', 'class', 'and', 'tim', 'our', 'attendant', 'was', 'the', 'best', 'other', 'airlines', 'take', 'notes']"
JetBlue wow keeping up with the times,1,"['JetBlue', 'wow', 'keeping', 'up', 'with', 'the', 'times']"
JetBlue not trying to make you look bad on your website it says due to weather in the charleston NC its actually in SC not NC,1,"['JetBlue', 'not', 'trying', 'to', 'make', 'you', 'look', 'bad', 'on', 'your', 'website', 'it', 'says', 'due', 'to', 'weather', 'in', 'the', 'charleston', 'NC', 'its', 'actually', 'in', 'SC', 'not', 'NC']"
JetBlue hawaii get me somewhere warm  i can find some good to do FlyItForward,1,"['JetBlue', 'hawaii', 'get', 'me', 'somewhere', 'warm', 'i', 'can', 'find', 'some', 'good', 'to', 'do', 'FlyItForward']"
USAirways dude named shaquille at the desk in charlotte was incredibly professional and helpful vs some crazy angry people tonight,1,"['USAirways', 'dude', 'named', 'shaquille', 'at', 'the', 'desk', 'in', 'charlotte', 'was', 'incredibly', 'professional', 'and', 'helpful', 'vs', 'some', 'crazy', 'angry', 'people', 'tonight']"
JetBlue counting on your flight 989 to get to DC,1,"['JetBlue', 'counting', 'on', 'your', 'flight', '989', 'to', 'get', 'to', 'DC']"
united thank you,1,"['united', 'thank', 'you']"
AmericanAir contactcej thanks,1,"['AmericanAir', 'contactcej', 'thanks']"
AmericanAir yes thank you just not how i wanted to start my vacation,1,"['AmericanAir', 'yes', 'thank', 'you', 'just', 'not', 'how', 'i', 'wanted', 'to', 'start', 'my', 'vacation']"
SouthwestAir its all good flight eventually took off and landed safely oh and i got the free cup o wine thx,1,"['SouthwestAir', 'its', 'all', 'good', 'flight', 'eventually', 'took', 'off', 'and', 'landed', 'safely', 'oh', 'and', 'i', 'got', 'the', 'free', 'cup', 'o', 'wine', 'thx']"
southwestairSWADiversity we are ready to be inspired,1,"['southwestairSWADiversity', 'we', 'are', 'ready', 'to', 'be', 'inspired']"
AmericanAir believe me i understand flight 2955 was originally booked for sunday flight was cancelled flighted and rescheduled for today,1,"['AmericanAir', 'believe', 'me', 'i', 'understand', 'flight', '2955', 'was', 'originally', 'booked', 'for', 'sunday', 'flight', 'was', 'cancelled', 'flighted', 'and', 'rescheduled', 'for', 'today']"
AmericanAir 1138 got us to LGA safely thanks for taking the time to make the plane safe before flying,1,"['AmericanAir', '1138', 'got', 'us', 'to', 'LGA', 'safely', 'thanks', 'for', 'taking', 'the', 'time', 'to', 'make', 'the', 'plane', 'safe', 'before', 'flying']"
SouthwestAir give this guy a raisegreat start to flight from AZ to MKE,1,"['SouthwestAir', 'give', 'this', 'guy', 'a', 'raisegreat', 'start', 'to', 'flight', 'from', 'AZ', 'to', 'MKE']"
JetBlue thanks for the quick reply just wanted to make sure it wasnt just my account,1,"['JetBlue', 'thanks', 'for', 'the', 'quick', 'reply', 'just', 'wanted', 'to', 'make', 'sure', 'it', 'wasnt', 'just', 'my', 'account']"
united we just flew with united from AUS austin bergstrom to cancun intl best flight ever the 737s are not too big not too small,1,"['united', 'we', 'just', 'flew', 'with', 'united', 'from', 'AUS', 'austin', 'bergstrom', 'to', 'cancun', 'intl', 'best', 'flight', 'ever', 'the', '737s', 'are', 'not', 'too', 'big', 'not', 'too', 'small']"
JetBlue had a great experience working with glenn coles at BuffaloNiagara airport top notch employee,1,"['JetBlue', 'had', 'a', 'great', 'experience', 'working', 'with', 'glenn', 'coles', 'at', 'BuffaloNiagara', 'airport', 'top', 'notch', 'employee']"
united that would help or how about integrate it into the app so i can just activate it and surf,1,"['united', 'that', 'would', 'help', 'or', 'how', 'about', 'integrate', 'it', 'into', 'the', 'app', 'so', 'i', 'can', 'just', 'activate', 'it', 'and', 'surf']"
united holy high speed internet batman speeds at united club at IAD are insanely fast thanks,1,"['united', 'holy', 'high', 'speed', 'internet', 'batman', 'speeds', 'at', 'united', 'club', 'at', 'IAD', 'are', 'insanely', 'fast', 'thanks']"
thanks hope i dont look like a complainer ive written of good experiences wyou in the past and am making do in terminal 5  JetBlue,1,"['thanks', 'hope', 'i', 'dont', 'look', 'like', 'a', 'complainer', 'ive', 'written', 'of', 'good', 'experiences', 'wyou', 'in', 'the', 'past', 'and', 'am', 'making', 'do', 'in', 'terminal', '5', 'JetBlue']"
united hubby made it by the skin of his teeth,1,"['united', 'hubby', 'made', 'it', 'by', 'the', 'skin', 'of', 'his', 'teeth']"
SouthwestAir i did thank you,1,"['SouthwestAir', 'i', 'did', 'thank', 'you']"
USAirways thx 4 replying after trying 2 get thru many times  vmail or people hanging up on us we talked 2 techcontd,1,"['USAirways', 'thx', '4', 'replying', 'after', 'trying', '2', 'get', 'thru', 'many', 'times', 'vmail', 'or', 'people', 'hanging', 'up', 'on', 'us', 'we', 'talked', '2', 'techcontd']"
not your fault JetBlue social media awesome people i know everyone is working hard to get us in our way,1,"['not', 'your', 'fault', 'JetBlue', 'social', 'media', 'awesome', 'people', 'i', 'know', 'everyone', 'is', 'working', 'hard', 'to', 'get', 'us', 'in', 'our', 'way']"
AmericanAir glad to hear that there were no serious injuries in the minor crash dfwairport this evening,1,"['AmericanAir', 'glad', 'to', 'hear', 'that', 'there', 'were', 'no', 'serious', 'injuries', 'in', 'the', 'minor', 'crash', 'dfwairport', 'this', 'evening']"
JetBlue im MakingLoveOutofNothingAtAll on my brandloveaffair to LAX,1,"['JetBlue', 'im', 'MakingLoveOutofNothingAtAll', 'on', 'my', 'brandloveaffair', 'to', 'LAX']"
united thank you there was one here a few months ago but none now weird you dont have a club in one of the busiest airports in the US,1,"['united', 'thank', 'you', 'there', 'was', 'one', 'here', 'a', 'few', 'months', 'ago', 'but', 'none', 'now', 'weird', 'you', 'dont', 'have', 'a', 'club', 'in', 'one', 'of', 'the', 'busiest', 'airports', 'in', 'the', 'US']"
AmericanAir THANK YOU thumbs_upthumbs_upthumbs_upthumbs_upthumbs_up,1,"['AmericanAir', 'THANK', 'YOU', 'thumbs_upthumbs_upthumbs_upthumbs_upthumbs_up']"
SouthwestAir just did last night thanks for following up,1,"['SouthwestAir', 'just', 'did', 'last', 'night', 'thanks', 'for', 'following', 'up']"
AmericanAir i got a new reservation for tomorrow thanks,1,"['AmericanAir', 'i', 'got', 'a', 'new', 'reservation', 'for', 'tomorrow', 'thanks']"
AmericanAir im great thanks keep up the good work,1,"['AmericanAir', 'im', 'great', 'thanks', 'keep', 'up', 'the', 'good', 'work']"
then you better HoldOn  EverythingsGonnaBeAlright jetblue 4 our brandloveaffair  TrueBlueLove travel business,1,"['then', 'you', 'better', 'HoldOn', 'EverythingsGonnaBeAlright', 'jetblue', '4', 'our', 'brandloveaffair', 'TrueBlueLove', 'travel', 'business']"
AmericanAir gate agent jan l at phoenix was at least able to get my younger daughter seated near my wife thank you,1,"['AmericanAir', 'gate', 'agent', 'jan', 'l', 'at', 'phoenix', 'was', 'at', 'least', 'able', 'to', 'get', 'my', 'younger', 'daughter', 'seated', 'near', 'my', 'wife', 'thank', 'you']"
united aw thanks for the kind words totally makes these extra 6 hours sitting in an airport SOOOO much better,1,"['united', 'aw', 'thanks', 'for', 'the', 'kind', 'words', 'totally', 'makes', 'these', 'extra', '6', 'hours', 'sitting', 'in', 'an', 'airport', 'SOOOO', 'much', 'better']"
USAirways FA attendant on 4553 PHL to PWM tonight was fab an asset to your team from 1f have a great night team,1,"['USAirways', 'FA', 'attendant', 'on', '4553', 'PHL', 'to', 'PWM', 'tonight', 'was', 'fab', 'an', 'asset', 'to', 'your', 'team', 'from', '1f', 'have', 'a', 'great', 'night', 'team']"
AmericanAir thank you so much,1,"['AmericanAir', 'thank', 'you', 'so', 'much']"
SouthwestAir just watched crew on flight 380 help elderly lady off planefirstclass,1,"['SouthwestAir', 'just', 'watched', 'crew', 'on', 'flight', '380', 'help', 'elderly', 'lady', 'off', 'planefirstclass']"
united thank you for getting our daughter home when americanair cancelled flightled all their flights to nashville,1,"['united', 'thank', 'you', 'for', 'getting', 'our', 'daughter', 'home', 'when', 'americanair', 'cancelled', 'flightled', 'all', 'their', 'flights', 'to', 'nashville']"
SouthwestAir whoa thanks and thats what i wanted to hear early flight coming up thanks for the reply,1,"['SouthwestAir', 'whoa', 'thanks', 'and', 'thats', 'what', 'i', 'wanted', 'to', 'hear', 'early', 'flight', 'coming', 'up', 'thanks', 'for', 'the', 'reply']"
USAirways frustrating daysno flights home changed airlines thank you PHL USAirway employees  united for help getting me back to IAH,1,"['USAirways', 'frustrating', 'daysno', 'flights', 'home', 'changed', 'airlines', 'thank', 'you', 'PHL', 'USAirway', 'employees', 'united', 'for', 'help', 'getting', 'me', 'back', 'to', 'IAH']"
USAirways YOU ARE THE BEST AIRWAYS FOLLOW ME PLEASEfolded_handsfolded_handsfolded_handsvictory_handvictory_handvictory_handfolded_handsfolded_handsfolded_hands,1,"['USAirways', 'YOU', 'ARE', 'THE', 'BEST', 'AIRWAYS', 'FOLLOW', 'ME', 'PLEASEfolded_handsfolded_handsfolded_handsvictory_handvictory_handvictory_handfolded_handsfolded_handsfolded_hands']"
united thank you,1,"['united', 'thank', 'you']"
united that would be great  1k us651621,1,"['united', 'that', 'would', 'be', 'great', '1k', 'us651621']"
JetBlue done also looks like you opened some up on my flight to vegas on sunday blue_heart,1,"['JetBlue', 'done', 'also', 'looks', 'like', 'you', 'opened', 'some', 'up', 'on', 'my', 'flight', 'to', 'vegas', 'on', 'sunday', 'blue_heart']"
JetBlue its only because im wearing TrueBlueColors,1,"['JetBlue', 'its', 'only', 'because', 'im', 'wearing', 'TrueBlueColors']"
AmericanAir thanks having issues checking in for flight please check our DM convo for more info,1,"['AmericanAir', 'thanks', 'having', 'issues', 'checking', 'in', 'for', 'flight', 'please', 'check', 'our', 'DM', 'convo', 'for', 'more', 'info']"
USAirways thank you on our way to get her bag now  thanks to having that number smiling_face_with_smiling_eyes,1,"['USAirways', 'thank', 'you', 'on', 'our', 'way', 'to', 'get', 'her', 'bag', 'now', 'thanks', 'to', 'having', 'that', 'number', 'smiling_face_with_smiling_eyes']"
SouthwestAir thank you red_heartred_heartred_heart you guys,1,"['SouthwestAir', 'thank', 'you', 'red_heartred_heartred_heart', 'you', 'guys']"
SouthwestAir you are lucky to have people like annamarie and norris at BWI i hope they get recognized for excellent cust service,1,"['SouthwestAir', 'you', 'are', 'lucky', 'to', 'have', 'people', 'like', 'annamarie', 'and', 'norris', 'at', 'BWI', 'i', 'hope', 'they', 'get', 'recognized', 'for', 'excellent', 'cust', 'service']"
united i JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES BEST DAY EVER THANK u SO MUCH,1,"['united', 'i', 'JUST', 'ASKED', 'MY', 'BOYFRIEND', 'TO', 'PROM', 'OVER', 'THE', 'LOUDSPEAKER', 'ON', 'FLIGHT', '494', 'HE', 'SAID', 'YES', 'BEST', 'DAY', 'EVER', 'THANK', 'u', 'SO', 'MUCH']"
united done just now thanks,1,"['united', 'done', 'just', 'now', 'thanks']"
USAirways thanks guys got hold of someone really awesome service i appreciate it,1,"['USAirways', 'thanks', 'guys', 'got', 'hold', 'of', 'someone', 'really', 'awesome', 'service', 'i', 'appreciate', 'it']"
united such a relaxing space for a drink before my flight at united global first lounge,1,"['united', 'such', 'a', 'relaxing', 'space', 'for', 'a', 'drink', 'before', 'my', 'flight', 'at', 'united', 'global', 'first', 'lounge']"
AmericanAir thank you for responding rather quickly btw,1,"['AmericanAir', 'thank', 'you', 'for', 'responding', 'rather', 'quickly', 'btw']"
JetBlue Cayman_Islands i know that bar  wish i was there now,1,"['JetBlue', 'Cayman_Islands', 'i', 'know', 'that', 'bar', 'wish', 'i', 'was', 'there', 'now']"
AmericanAir got back eventually was a rollercoaster once i got to the airport  got to speak to someone things got fixed very quick,1,"['AmericanAir', 'got', 'back', 'eventually', 'was', 'a', 'rollercoaster', 'once', 'i', 'got', 'to', 'the', 'airport', 'got', 'to', 'speak', 'to', 'someone', 'things', 'got', 'fixed', 'very', 'quick']"
united thank you,1,"['united', 'thank', 'you']"
united thank you,1,"['united', 'thank', 'you']"
AmericanAir thanks,1,"['AmericanAir', 'thanks']"
AmericanAir great thanks,1,"['AmericanAir', 'great', 'thanks']"
USAirways on sunday cant wait see you then,1,"['USAirways', 'on', 'sunday', 'cant', 'wait', 'see', 'you', 'then']"
VirginAmerica thank goodness also see you friday nwksf BOOM,1,"['VirginAmerica', 'thank', 'goodness', 'also', 'see', 'you', 'friday', 'nwksf', 'BOOM']"
united traveling with MegZezzo who is injured gate agent in chicago was awesome helping her TY roadwarrior,1,"['united', 'traveling', 'with', 'MegZezzo', 'who', 'is', 'injured', 'gate', 'agent', 'in', 'chicago', 'was', 'awesome', 'helping', 'her', 'TY', 'roadwarrior']"
VirginAmerica has getaway deals through may from 59 oneway lots of cool cities  CheapFlights FareCompare,1,"['VirginAmerica', 'has', 'getaway', 'deals', 'through', 'may', 'from', '59', 'oneway', 'lots', 'of', 'cool', 'cities', 'CheapFlights', 'FareCompare']"
SouthwestAir great flight yesterday from MSY to AUS thank you for such great safetyservice and beautiful skies,1,"['SouthwestAir', 'great', 'flight', 'yesterday', 'from', 'MSY', 'to', 'AUS', 'thank', 'you', 'for', 'such', 'great', 'safetyservice', 'and', 'beautiful', 'skies']"
AmericanAir shoutout to the agent on duty now  gate b1 ABQ  outstanding customer service w delayed FLT 336,1,"['AmericanAir', 'shoutout', 'to', 'the', 'agent', 'on', 'duty', 'now', 'gate', 'b1', 'ABQ', 'outstanding', 'customer', 'service', 'w', 'delayed', 'FLT', '336']"
USAirways nick on flight 742 was awesome please reward him in some way he has kept us smiling on a bad day of travel customerservice,1,"['USAirways', 'nick', 'on', 'flight', '742', 'was', 'awesome', 'please', 'reward', 'him', 'in', 'some', 'way', 'he', 'has', 'kept', 'us', 'smiling', 'on', 'a', 'bad', 'day', 'of', 'travel', 'customerservice']"
SouthwestAir bumped me to preboard on both flights because im fat whatever the reason thanks,1,"['SouthwestAir', 'bumped', 'me', 'to', 'preboard', 'on', 'both', 'flights', 'because', 'im', 'fat', 'whatever', 'the', 'reason', 'thanks']"
AmericanAir but your flight crews  ground crews have handled situation well texting notification let me catch a few winks during delay,1,"['AmericanAir', 'but', 'your', 'flight', 'crews', 'ground', 'crews', 'have', 'handled', 'situation', 'well', 'texting', 'notification', 'let', 'me', 'catch', 'a', 'few', 'winks', 'during', 'delay']"
JetBlue mint seats are AWESOME  emaleesugano best business class in the US,1,"['JetBlue', 'mint', 'seats', 'are', 'AWESOME', 'emaleesugano', 'best', 'business', 'class', 'in', 'the', 'US']"
SouthwestAir thanks lindsey  the southwest twitter team for great service  a speedy resolution LuvAgent swa,1,"['SouthwestAir', 'thanks', 'lindsey', 'the', 'southwest', 'twitter', 'team', 'for', 'great', 'service', 'a', 'speedy', 'resolution', 'LuvAgent', 'swa']"
SouthwestAir shhhh i dont want something else to steal our dealwinking_face,1,"['SouthwestAir', 'shhhh', 'i', 'dont', 'want', 'something', 'else', 'to', 'steal', 'our', 'dealwinking_face']"
united thanx so much you followed through and emailed me a 1000 ticket voucher unitedairlines they do care,1,"['united', 'thanx', 'so', 'much', 'you', 'followed', 'through', 'and', 'emailed', 'me', 'a', '1000', 'ticket', 'voucher', 'unitedairlines', 'they', 'do', 'care']"
SouthwestAir one heck of an airline,1,"['SouthwestAir', 'one', 'heck', 'of', 'an', 'airline']"
SouthwestAir now flying non stop CMHOAK has me daydreaming about a trip to the bayespecially in this weather OhioProbz,1,"['SouthwestAir', 'now', 'flying', 'non', 'stop', 'CMHOAK', 'has', 'me', 'daydreaming', 'about', 'a', 'trip', 'to', 'the', 'bayespecially', 'in', 'this', 'weather', 'OhioProbz']"
SouthwestAir thank you DMing now,1,"['SouthwestAir', 'thank', 'you', 'DMing', 'now']"
thank you for your help shannon great customer service SouthwestAir,1,"['thank', 'you', 'for', 'your', 'help', 'shannon', 'great', 'customer', 'service', 'SouthwestAir']"
JetBlue 2littlebirds beautiful shot thanks for sharing using FlyFi to post  your welcome not on this flight it was a quickie,1,"['JetBlue', '2littlebirds', 'beautiful', 'shot', 'thanks', 'for', 'sharing', 'using', 'FlyFi', 'to', 'post', 'your', 'welcome', 'not', 'on', 'this', 'flight', 'it', 'was', 'a', 'quickie']"
VirginAmerica omg omgsmiling_face_with_hearteyessmiling_face_with_hearteyes nonstop dallas to austin on virginsparklesface_screaming_in_fearairplane,1,"['VirginAmerica', 'omg', 'omgsmiling_face_with_hearteyessmiling_face_with_hearteyes', 'nonstop', 'dallas', 'to', 'austin', 'on', 'virginsparklesface_screaming_in_fearairplane']"
